Company,Catagory,Date,High,Low,Average,Standard Deviation
Sprint,Telecommunications,2018-11-27,6.25,6.13,6.19,0.08485281374
Sprint,Telecommunications,2018-11-28,6.35,6.16,6.255,0.1343502884
Sprint,Telecommunications,2018-11-29,6.36,6.23,6.295,0.09192388155
Sprint,Telecommunications,2018-11-30,6.4,6.27,6.335,0.09192388155
Sprint,Telecommunications,2018-12-03,6.38,6.16,6.27,0.1555634919
Sprint,Telecommunications,2018-12-04,6.34,6.04,6.19,0.2121320344
Sprint,Telecommunications,2018-12-06,6.16,5.88,6.02,0.1979898987
Sprint,Telecommunications,2018-12-07,6.29,5.98,6.135,0.2192031022
Sprint,Telecommunications,2018-12-10,6.04,5.78,5.91,0.1838477631
Sprint,Telecommunications,2018-12-11,6.08,5.91,5.995,0.1202081528
Sprint,Telecommunications,2018-12-12,6.14,6,6.07,0.09899494937
Sprint,Telecommunications,2018-12-13,6.12,5.99,6.055,0.09192388155
Sprint,Telecommunications,2018-12-14,6.15,5.96,6.055,0.1343502884
Sprint,Telecommunications,2018-12-17,6,5.8,5.9,0.1414213562
Sprint,Telecommunications,2018-12-18,6.02,5.84,5.93,0.1272792206
Sprint,Telecommunications,2018-12-19,6.11,5.91,6.01,0.1414213562
Sprint,Telecommunications,2018-12-20,6.04,5.91,5.975,0.09192388155
Visa,Bank,2017-12-21,113.099998,112.32,112.709999,0.5515418751
Visa,Bank,2017-12-22,113.110001,112.25,112.6800005,0.6081125389
Visa,Bank,2017-12-26,113.440002,112.07,112.755001,0.9687377044
Visa,Bank,2017-12-27,114.07,112.650002,113.360001,1.004090215
Visa,Bank,2017-12-28,114.919998,113.989998,114.454998,0.6576093065
Visa,Bank,2017-12-29,114.889999,114.019997,114.454998,0.6151843138
Visa,Bank,2018-01-02,115.080002,113.949997,114.5149995,0.7990341983
Visa,Bank,2018-01-03,115.790001,114.660004,115.2250025,0.7990285414
Visa,Bank,2018-01-04,117.360001,116.029999,116.695,0.9404534332
Visa,Bank,2018-01-05,119,116.419998,117.709999,1.82433691
Visa,Bank,2018-01-08,120.480003,118.07,119.2750015,1.704129464
Visa,Bank,2018-01-09,119.970001,118.660004,119.3150025,0.926307762
Visa,Bank,2018-01-10,119.050003,117.459999,118.255001,1.124302611
Visa,Bank,2018-01-11,119.980003,118.68,119.3300015,0.9192409369
Visa,Bank,2018-01-12,120.349998,119.709999,120.0299985,0.4525476329
Visa,Bank,2018-01-16,121.940002,119.910004,120.925003,1.435425352
Visa,Bank,2018-01-17,122.160004,120.730003,121.4450035,1.011163404
Visa,Bank,2018-01-18,123.199997,122.029999,122.614998,0.8273135198
Visa,Bank,2018-01-19,123.650002,121.919998,122.785,1.22329756
Visa,Bank,2018-01-22,124.330002,122.400002,123.365002,1.364716088
Visa,Bank,2018-01-23,125.510002,124.209999,124.8600005,0.9192409369
Visa,Bank,2018-01-24,125.449997,123.709999,124.579998,1.230364385
Visa,Bank,2018-01-25,125.470001,124.629997,125.049999,0.5939725246
Visa,Bank,2018-01-26,126.379997,124.760002,125.5699995,1.14550945
Visa,Bank,2018-01-29,126.879997,124.690002,125.7849995,1.548560315
Visa,Bank,2018-01-30,124.290001,122.839996,123.5649985,1.025308368
Visa,Bank,2018-01-31,124.480003,123.040001,123.760002,1.018235179
Visa,Bank,2018-02-01,126.260002,124.099998,125.18,1.527353476
Visa,Bank,2018-02-02,123.720001,120.699997,122.209999,2.135465308
Visa,Bank,2018-02-05,121.129997,115.010002,118.0699995,4.327489965
Visa,Bank,2018-02-06,120.300003,113.25,116.7750015,4.985104929
Visa,Bank,2018-02-07,122.459999,119.209999,120.834999,2.298097039
Visa,Bank,2018-02-08,119.82,113.540001,116.6800005,4.440629879
Visa,Bank,2018-02-09,117.209999,111.019997,114.114998,4.37699239
Visa,Bank,2018-02-12,118.839996,116.879997,117.8599965,1.385928584
Visa,Bank,2018-02-13,118.800003,117.129997,117.965,1.180872567
Visa,Bank,2018-02-14,120.949997,117.5,119.2249985,2.439516274
Visa,Bank,2018-02-15,122.309998,119.970001,121.1399995,1.654627747
Visa,Bank,2018-02-16,122.989998,121.57,122.279999,1.004090215
Visa,Bank,2018-02-20,123.050003,121.019997,122.035,1.435431008
Visa,Bank,2018-02-21,122.830002,120.410004,121.620003,1.711196996
Visa,Bank,2018-02-22,121.379997,119.620003,120.5,1.244503692
Visa,Bank,2018-02-23,122.959999,121.220001,122.09,1.230364385
Visa,Bank,2018-02-26,124.599998,123.32,123.959999,0.9050952657
Visa,Bank,2018-02-27,125.300003,123.349998,124.3250005,1.378861759
Visa,Bank,2018-02-28,124.980003,122.879997,123.93,1.484928483
Visa,Bank,2018-03-01,124,119.620003,121.8100015,3.09712558
Visa,Bank,2018-03-02,120.980003,117.860001,119.420002,2.206174572
Visa,Bank,2018-03-05,122.309998,119.440002,120.875,2.029393634
Visa,Bank,2018-03-06,123.239998,120.669998,121.954998,1.817264428
Visa,Bank,2018-03-07,122.239998,119.699997,120.9699975,1.796051931
Visa,Bank,2018-03-08,122.82,121.169998,121.994999,1.166727603
Visa,Bank,2018-03-09,124.790001,122.870003,123.830002,1.357643606
Visa,Bank,2018-03-12,124.980003,123.480003,124.230003,1.060660172
Visa,Bank,2018-03-13,125,122.900002,123.950001,1.484922826
Visa,Bank,2018-03-14,124.040001,121.900002,122.9700015,1.513207805
Visa,Bank,2018-03-15,124.419998,122.699997,123.5599975,1.216224371
Visa,Bank,2018-03-16,125.050003,123.330002,124.1900025,1.216224371
Visa,Bank,2018-03-19,124.309998,122.279999,123.2949985,1.435426059
Visa,Bank,2018-03-20,125.169998,123.300003,124.2350005,1.322286145
Visa,Bank,2018-03-21,125.440002,123.07,124.255001,1.675844486
Visa,Bank,2018-03-22,122.68,119.699997,121.1899985,2.107180329
Visa,Bank,2018-03-23,120.330002,116.760002,118.545002,2.524371209
Visa,Bank,2018-03-26,120.739998,117.800003,119.2700005,2.078890401
Visa,Bank,2018-03-27,121.599998,116.739998,119.169998,3.436538957
Visa,Bank,2018-03-28,118.07,116.029999,117.0499995,1.442498541
Visa,Bank,2018-03-29,120.589996,117.040001,118.8149985,2.510225538
Visa,Bank,2018-04-02,119.830002,116.760002,118.295002,2.170817818
Visa,Bank,2018-04-03,119.989998,117.489998,118.739998,1.767766953
Visa,Bank,2018-04-04,120.120003,116.709999,118.415001,2.411236952
Visa,Bank,2018-04-05,122.010002,120.370003,121.1900025,1.159654414
Visa,Bank,2018-04-06,120.559998,117.120003,118.8400005,2.432443792
Visa,Bank,2018-04-09,120.669998,118.629997,119.6499975,1.442498541
Visa,Bank,2018-04-10,121.160004,119.639999,120.4000015,1.074805843
Visa,Bank,2018-04-11,121.660004,119.620003,120.6400035,1.442498541
Visa,Bank,2018-04-12,121.980003,120.389999,121.185001,1.124302611
Visa,Bank,2018-04-13,122.470001,120.650002,121.5600015,1.286933635
Visa,Bank,2018-04-16,122.870003,121.510002,122.1900025,0.9616659295
Visa,Bank,2018-04-17,124.260002,122.519997,123.3899995,1.230369335
Visa,Bank,2018-04-18,124.870003,123.379997,124.125,1.053593347
Visa,Bank,2018-04-19,124.720001,123.150002,123.9350015,1.110156939
Visa,Bank,2018-04-20,124.82,123.309998,124.064999,1.067732654
Visa,Bank,2018-04-23,124.970001,123.900002,124.4350015,0.7566035488
Visa,Bank,2018-04-24,125.040001,120.550003,122.795002,3.174908033
Visa,Bank,2018-04-25,121.349998,119.370003,120.3600005,1.400067891
Visa,Bank,2018-04-26,127.589996,123.779999,125.6849975,2.694074715
Visa,Bank,2018-04-27,127.059998,125.389999,126.2249985,1.180867617
Visa,Bank,2018-04-30,127.900002,126.660004,127.280003,0.8768109945
Visa,Bank,2018-05-01,127.57,125.510002,126.540001,1.456638555
Visa,Bank,2018-05-02,128.100006,126,127.050003,1.484928483
Visa,Bank,2018-05-03,127.459999,125.32,126.3899995,1.513207805
Visa,Bank,2018-05-04,128.360001,126.07,127.2150005,1.619275236
Visa,Bank,2018-05-07,129.520004,128.25,128.885002,0.8980284405
Visa,Bank,2018-05-08,129.970001,128.309998,129.1399995,1.173799378
Visa,Bank,2018-05-09,131,129.589996,130.294998,0.9970233899
Visa,Bank,2018-05-10,131.75,130.720001,131.2350005,0.7283192775
Visa,Bank,2018-05-11,132.089996,130.229996,131.159996,1.315218613
Visa,Bank,2018-05-14,132.5,130.669998,131.584999,1.294006824
Visa,Bank,2018-05-15,131.399994,129.899994,130.649994,1.060660172
Visa,Bank,2018-05-16,131.399994,130.539993,130.9699935,0.6081125389
Visa,Bank,2018-05-17,130.800003,129.610001,130.205002,0.8414584838
Visa,Bank,2018-05-18,130.339996,129.070007,129.7050015,0.8980178339
Visa,Bank,2018-05-21,131.509995,129.990005,130.75,1.074795236
Visa,Bank,2018-05-22,131.779999,130.5,131.1399995,0.9050959728
Visa,Bank,2018-05-23,131.910004,129.800003,130.8550035,1.491996015
Visa,Bank,2018-05-24,132.210007,130.5,131.3550035,1.209157546
Visa,Bank,2018-05-25,132.100006,130.929993,131.5149995,0.8273241264
Visa,Bank,2018-05-29,131.050003,129.059998,130.0550005,1.40714603
Visa,Bank,2018-05-30,131.100006,129.869995,130.4850005,0.869749119
Visa,Bank,2018-05-31,131.580002,129.979996,130.779999,1.131375093
Visa,Bank,2018-06-01,132.509995,130.360001,131.434998,1.520275337
Visa,Bank,2018-06-04,133.570007,131.429993,132.5,1.513218411
Visa,Bank,2018-06-05,133.619995,132.699997,133.159996,0.6505368245
Visa,Bank,2018-06-06,136.309998,133.610001,134.9599995,1.909186188
Visa,Bank,2018-06-07,136.580002,133.050003,134.8150025,2.49608623
Visa,Bank,2018-06-08,134.919998,133.229996,134.074997,1.195011874
Visa,Bank,2018-06-11,135.190002,133.809998,134.5,0.9758101865
Visa,Bank,2018-06-12,135.130005,133.539993,134.334999,1.124308267
Visa,Bank,2018-06-13,135.770004,134.309998,135.040001,1.032380143
Visa,Bank,2018-06-14,135.699997,134.75,135.2249985,0.6717493208
Visa,Bank,2018-06-15,135.729996,134,134.864998,1.223291903
Visa,Bank,2018-06-18,136.309998,134.119995,135.2149965,1.548565972
Visa,Bank,2018-06-19,135.240005,133.570007,134.405006,1.18086691
Visa,Bank,2018-06-20,136.690002,135.5,136.095001,0.8414584838
Visa,Bank,2018-06-21,136.119995,134.259995,135.189995,1.315218613
Visa,Bank,2018-06-22,135.850006,134.259995,135.0550005,1.12430756
Visa,Bank,2018-06-25,134.910004,129.529999,132.2200015,3.804238018
Visa,Bank,2018-06-26,133.789993,131.610001,132.699997,1.541487126
Visa,Bank,2018-06-27,133.660004,131.009995,132.3349995,1.873839334
Visa,Bank,2018-06-28,133.119995,130.649994,131.8849945,1.746554457
Visa,Bank,2018-06-29,134.190002,132.449997,133.3199995,1.230369335
Visa,Bank,2018-07-02,133.050003,131.149994,132.0999985,1.343509248
Visa,Bank,2018-07-03,133.410004,131.419998,132.415001,1.407146737
Visa,Bank,2018-07-05,133.330002,131.830002,132.580002,1.060660172
Visa,Bank,2018-07-06,134.279999,132.5,133.3899995,1.258649363
Visa,Bank,2018-07-09,135.970001,134.789993,135.379997,0.8343916587
Visa,Bank,2018-07-10,137.330002,135.339996,136.334999,1.407146737
Visa,Bank,2018-07-11,138.809998,136.600006,137.705002,1.56270033
Visa,Bank,2018-07-12,139.949997,138.660004,139.3050005,0.912162798
Visa,Bank,2018-07-13,140.029999,137.539993,138.784996,1.760700128
Visa,Bank,2018-07-16,139.550003,138.160004,138.8550035,0.9828777187
Visa,Bank,2018-07-17,139.910004,137.419998,138.665001,1.760700128
Visa,Bank,2018-07-18,141.169998,139.369995,140.2699965,1.272794327
Visa,Bank,2018-07-19,140.990005,139.929993,140.459999,0.7495416733
Visa,Bank,2018-07-20,141.470001,139.919998,140.6949995,1.096017632
Visa,Bank,2018-07-23,140.970001,139.639999,140.305,0.9404534332
Visa,Bank,2018-07-24,141.470001,139.509995,140.489998,1.385933534
Visa,Bank,2018-07-25,142.770004,139.899994,141.334999,2.029403533
Visa,Bank,2018-07-26,142.789993,139.529999,141.159996,2.305163864
Visa,Bank,2018-07-27,143.139999,139.210007,141.175003,2.778923993
Visa,Bank,2018-07-30,140.419998,135.309998,137.864998,3.613315652
Visa,Bank,2018-07-31,138.020004,135.630005,136.8250045,1.6899845
Visa,Bank,2018-08-01,138.740005,137.410004,138.0750045,0.9404527261
Visa,Bank,2018-08-02,139.190002,137,138.095001,1.548565265
Visa,Bank,2018-08-03,139.860001,137.940002,138.9000015,1.357644313
Visa,Bank,2018-08-06,140.259995,139.050003,139.654999,0.8555935484
Visa,Bank,2018-08-07,140.690002,139.869995,140.2799985,0.5798325103
Visa,Bank,2018-08-08,140.990005,139.830002,140.4100035,0.8202459875
Visa,Bank,2018-08-09,141.240005,139.899994,140.5699995,0.947530865
Visa,Bank,2018-08-10,140.740005,139.25,139.9950025,1.05359264
Visa,Bank,2018-08-13,141.240005,139.830002,140.5350035,0.9970226828
Visa,Bank,2018-08-14,140.990005,139.880005,140.435005,0.7848885271
Visa,Bank,2018-08-15,140.690002,138.839996,139.764999,1.308151788
Visa,Bank,2018-08-16,141.490005,140.419998,140.9550015,0.7566092056
Visa,Bank,2018-08-17,141.710007,140.570007,141.140007,0.8061017306
Visa,Bank,2018-08-20,141.600006,140.699997,141.1500015,0.636402467
Visa,Bank,2018-08-21,141.460007,139.800003,140.630005,1.173800085
Visa,Bank,2018-08-22,141.529999,139.850006,140.6900025,1.187934443
Visa,Bank,2018-08-23,142.449997,140.770004,141.6100005,1.187934443
Visa,Bank,2018-08-24,144.380005,142.320007,143.350006,1.456638555
Visa,Bank,2018-08-27,145.600006,144.710007,145.1550065,0.6293243281
Visa,Bank,2018-08-28,146.169998,144.869995,145.5199965,0.9192409369
Visa,Bank,2018-08-29,147.300003,145.419998,146.3600005,1.329364284
Visa,Bank,2018-08-30,147.710007,146.360001,147.035004,0.9545983972
Visa,Bank,2018-08-31,147.639999,146.5,147.0699995,0.8061010234
Visa,Bank,2018-09-04,147.860001,146.669998,147.2649995,0.8414591909
Visa,Bank,2018-09-05,147.820007,142.550003,145.185005,3.726455565
Visa,Bank,2018-09-06,144.699997,142.539993,143.619995,1.527353476
Visa,Bank,2018-09-07,144.440002,142.75,143.595001,1.195011874
Visa,Bank,2018-09-10,144.440002,143.210007,143.8250045,0.8697378053
Visa,Bank,2018-09-11,145.520004,143.25,144.385002,1.605135222
Visa,Bank,2018-09-12,146.800003,145.070007,145.935005,1.223291903
Visa,Bank,2018-09-13,148.070007,147.089996,147.5800015,0.6929724237
Visa,Bank,2018-09-14,148.369995,147.350006,147.8600005,0.7212411386
Visa,Bank,2018-09-17,147.899994,145.830002,146.864998,1.46370538
Visa,Bank,2018-09-18,148.089996,145.949997,147.0199965,1.513207805
Visa,Bank,2018-09-19,148.820007,147.25,148.0350035,1.110162596
Visa,Bank,2018-09-20,149.490005,147.199997,148.345001,1.619280186
Visa,Bank,2018-09-21,150.259995,149.350006,149.8050005,0.6434593927
Visa,Bank,2018-09-24,149.649994,147.270004,148.459999,1.682907068
Visa,Bank,2018-09-25,149.960007,149.100006,149.5300065,0.6081125389
Visa,Bank,2018-09-26,150.419998,149.039993,149.7299955,0.9758108936
Visa,Bank,2018-09-27,150.639999,149.559998,150.0999985,0.7636760308
Visa,Bank,2018-09-28,150.369995,149.550003,149.959999,0.5798219037
Visa,Bank,2018-10-01,151.559998,150.610001,151.0849995,0.6717493208
Visa,Bank,2018-10-02,150.839996,149.169998,150.004997,1.18086691
Visa,Bank,2018-10-03,150.710007,149.190002,149.9500045,1.074805843
Visa,Bank,2018-10-04,149.279999,146.100006,147.6900025,2.248594614
Visa,Bank,2018-10-05,147.410004,144.399994,145.904999,2.128398482
Visa,Bank,2018-10-08,145.009995,140.179993,142.594994,3.415327167
Visa,Bank,2018-10-09,143.289993,141.119995,142.204994,1.534420301
Visa,Bank,2018-10-10,142.690002,135.210007,138.9500045,5.289155188
Visa,Bank,2018-10-11,137.240005,132.259995,134.75,3.521398841
Visa,Bank,2018-10-12,140.979996,137.429993,139.2049945,2.510231195
Visa,Bank,2018-10-15,140.059998,137.220001,138.6399995,2.008181137
Visa,Bank,2018-10-16,142.139999,138.679993,140.409996,2.446593706
Visa,Bank,2018-10-17,142.860001,140.729996,141.7949985,1.506140979
Visa,Bank,2018-10-18,142.460007,137.949997,140.205002,3.189058654
Visa,Bank,2018-10-19,142.190002,139.380005,140.7850035,1.986967934
Visa,Bank,2018-10-22,141.539993,139.509995,140.524994,1.435425352
Visa,Bank,2018-10-23,140.039993,135.589996,137.8149945,3.146623055
Visa,Bank,2018-10-24,140.179993,134,137.0899965,4.369914958
Visa,Bank,2018-10-25,140.899994,132.5,136.699997,5.939692719
Visa,Bank,2018-10-26,139.869995,136.059998,137.9649965,2.694074715
Visa,Bank,2018-10-29,141.509995,132.270004,136.8899995,6.533660294
Visa,Bank,2018-10-30,134.860001,129.789993,132.324997,3.585037037
Visa,Bank,2018-10-31,139.119995,134.990005,137.055,2.920343935
Visa,Bank,2018-11-01,140.869995,137.490005,139.18,2.390013849
Visa,Bank,2018-11-02,141.449997,137.850006,139.6500015,2.545578048
Visa,Bank,2018-11-05,140.210007,138.070007,139.140007,1.513208512
Visa,Bank,2018-11-06,140.910004,139.720001,140.3150025,0.8414591909
Visa,Bank,2018-11-07,144.899994,142.320007,143.6100005,1.824326303
Visa,Bank,2018-11-08,145.460007,143.649994,144.5550005,1.279872466
Visa,Bank,2018-11-09,144.570007,142.360001,143.465004,1.562710229
Visa,Bank,2018-11-12,143.639999,139.169998,141.4049985,3.160768019
Visa,Bank,2018-11-13,141.899994,139.009995,140.4549945,2.043537891
Visa,Bank,2018-11-14,142.600006,138.410004,140.505005,2.962778827
Visa,Bank,2018-11-15,141.910004,137.929993,139.9199985,2.814292767
Visa,Bank,2018-11-16,141.839996,139.919998,140.879997,1.357643606
Visa,Bank,2018-11-19,140.570007,134.25,137.4100035,4.468919807
Visa,Bank,2018-11-20,134.529999,129.539993,132.034996,3.528467081
Visa,Bank,2018-11-21,135.779999,133.630005,134.705002,1.520275337
Visa,Bank,2018-11-23,134.25,132.490005,133.3700025,1.244504399
Visa,Bank,2018-11-26,136.520004,134.25,135.385002,1.605135222
Visa,Bank,2018-11-27,136.309998,134.119995,135.2149965,1.548565972
Visa,Bank,2018-11-28,141.539993,136.869995,139.204994,3.302187254
Visa,Bank,2018-11-29,140.699997,138.710007,139.705002,1.407135423
Visa,Bank,2018-11-30,142.259995,138.630005,140.445,2.566790545
Visa,Bank,2018-12-03,145.720001,143.850006,144.7850035,1.322286145
Visa,Bank,2018-12-04,144.350006,138.5,141.425003,4.136578913
Visa,Bank,2018-12-06,141.110001,133.479996,137.2949985,5.395228276
Visa,Bank,2018-12-07,142.130005,135.990005,139.060005,4.341635636
Visa,Bank,2018-12-10,138.270004,134.860001,136.5650025,2.411236245
Visa,Bank,2018-12-11,140.050003,135.919998,137.9850005,2.920354542
Visa,Bank,2018-12-12,140.880005,137.75,139.3150025,2.213247761
Visa,Bank,2018-12-13,139.130005,136.149994,137.6399995,2.107185986
Visa,Bank,2018-12-14,136.720001,134.550003,135.635002,1.534420301
Visa,Bank,2018-12-17,134.429993,130.690002,132.5599975,2.644572998
Visa,Bank,2018-12-18,134.169998,131.800003,132.9850005,1.675839536
Visa,Bank,2018-12-19,135.869995,129.520004,132.6949995,4.490121697
Visa,Bank,2018-12-20,132.009995,127.150002,129.5799985,3.436534007
Wayfair Inc,Internet,2017-12-21,81.489998,77.279999,79.3849985,2.976918842
Wayfair Inc,Internet,2017-12-22,81.160004,77.889999,79.5250015,2.31224271
Wayfair Inc,Internet,2017-12-26,81.68,79.029999,80.3549995,1.873833677
Wayfair Inc,Internet,2017-12-27,82.504997,80.849998,81.6774975,1.170261016
Wayfair Inc,Internet,2017-12-28,81.510002,80.120003,80.8150025,0.9828777187
Wayfair Inc,Internet,2017-12-29,81.459999,79.800003,80.630001,1.173794428
Wayfair Inc,Internet,2018-01-02,81.220001,79.269997,80.244999,1.378861052
Wayfair Inc,Internet,2018-01-03,79.370003,75.75,77.5600015,2.559728669
Wayfair Inc,Internet,2018-01-04,79.510002,76.260002,77.885002,2.298097039
Wayfair Inc,Internet,2018-01-05,81.059998,78.339996,79.699997,1.923331859
Wayfair Inc,Internet,2018-01-08,83.940002,81,82.470001,2.078895351
Wayfair Inc,Internet,2018-01-09,83.779999,81.000999,82.390499,1.965049745
Wayfair Inc,Internet,2018-01-10,83.029999,80.669998,81.8499985,1.668772711
Wayfair Inc,Internet,2018-01-11,85.650002,83,84.325001,1.873834384
Wayfair Inc,Internet,2018-01-12,88.059998,84.809998,86.434998,2.298097039
Wayfair Inc,Internet,2018-01-16,87.720001,84.330002,86.0250015,2.397091281
Wayfair Inc,Internet,2018-01-17,86.327003,83.779999,85.053501,1.8010038
Wayfair Inc,Internet,2018-01-18,86.207001,84.989998,85.5984995,0.860551074
Wayfair Inc,Internet,2018-01-19,88.610001,85.720001,87.165001,2.043538598
Wayfair Inc,Internet,2018-01-22,91.489998,87.170998,89.330498,3.053994188
Wayfair Inc,Internet,2018-01-23,90.410004,87.550003,88.9800035,2.022326101
Wayfair Inc,Internet,2018-01-24,92.519997,87.839996,90.1799965,3.309260443
Wayfair Inc,Internet,2018-01-25,92.644997,90.010002,91.3274995,1.863222833
Wayfair Inc,Internet,2018-01-26,93.550003,91.110001,92.330002,1.72534196
Wayfair Inc,Internet,2018-01-29,94.949997,92.660004,93.8050005,1.619269579
Wayfair Inc,Internet,2018-01-30,94.18,90.900002,92.540001,2.319308828
Wayfair Inc,Internet,2018-01-31,94,91.349998,92.674999,1.873834384
Wayfair Inc,Internet,2018-02-01,93.287003,90.040001,91.663502,2.295977133
Wayfair Inc,Internet,2018-02-02,92.110001,89.889999,91,1.569778468
Wayfair Inc,Internet,2018-02-05,94.360001,89.019997,91.689999,3.77595304
Wayfair Inc,Internet,2018-02-06,92.114998,87.760002,89.9375,3.079447204
Wayfair Inc,Internet,2018-02-07,93.480003,90.57,92.0250015,2.057682855
Wayfair Inc,Internet,2018-02-08,92.470001,88.855003,90.662502,2.5561896
Wayfair Inc,Internet,2018-02-09,91.790001,85.57,88.6800005,4.398204886
Wayfair Inc,Internet,2018-02-12,92.589996,88.858002,90.723999,2.638918265
Wayfair Inc,Internet,2018-02-13,95.080002,91.849998,93.465,2.283957732
Wayfair Inc,Internet,2018-02-14,98.199997,91.540001,94.869999,4.709328334
Wayfair Inc,Internet,2018-02-15,98.43,95.480003,96.9550015,2.085962883
Wayfair Inc,Internet,2018-02-16,98.730003,95.949997,97.34,1.965761094
Wayfair Inc,Internet,2018-02-20,100.139999,96.040001,98.09,2.899136389
Wayfair Inc,Internet,2018-02-21,98.309998,94.93,96.619999,2.390019506
Wayfair Inc,Internet,2018-02-22,83.489998,73.559998,78.524998,7.021570337
Wayfair Inc,Internet,2018-02-23,76.400002,68.5,72.450001,5.586144986
Wayfair Inc,Internet,2018-02-26,77.540001,72.690002,75.1150015,3.429467182
Wayfair Inc,Internet,2018-02-27,76.809998,74.089996,75.449997,1.923331859
Wayfair Inc,Internet,2018-02-28,78.900002,75,76.950001,2.757717861
Wayfair Inc,Internet,2018-03-01,79.379997,76.019997,77.699997,2.375878785
Wayfair Inc,Internet,2018-03-02,80.650002,77.459999,79.0550005,2.255672753
Wayfair Inc,Internet,2018-03-05,81.739998,79.279999,80.5099985,1.739481975
Wayfair Inc,Internet,2018-03-06,83.660004,80.75,82.205002,2.057683562
Wayfair Inc,Internet,2018-03-07,85.300003,81.129997,83.215,2.94863952
Wayfair Inc,Internet,2018-03-08,86.959999,84.150002,85.5550005,1.986967934
Wayfair Inc,Internet,2018-03-09,86.339996,84.260002,85.299999,1.470777862
Wayfair Inc,Internet,2018-03-12,87.75,84.889999,86.3199995,2.022326101
Wayfair Inc,Internet,2018-03-13,85.5,83.669998,84.584999,1.294006824
Wayfair Inc,Internet,2018-03-14,86.169998,83.524002,84.847,1.871001715
Wayfair Inc,Internet,2018-03-15,85.026001,81.110001,83.068001,2.769030155
Wayfair Inc,Internet,2018-03-16,81.800003,77.470001,79.635002,3.061773777
Wayfair Inc,Internet,2018-03-19,79.309998,75.75,77.529999,2.517298727
Wayfair Inc,Internet,2018-03-20,77.050003,75.010002,76.0300025,1.442498541
Wayfair Inc,Internet,2018-03-21,77.300003,72,74.6500015,3.747668062
Wayfair Inc,Internet,2018-03-22,72.309998,69.080002,70.695,2.283952075
Wayfair Inc,Internet,2018-03-23,70.114998,66.860001,68.4874995,2.301630451
Wayfair Inc,Internet,2018-03-26,68.809998,67,67.904999,1.27986186
Wayfair Inc,Internet,2018-03-27,68.699997,65.809998,67.2549975,2.043537891
Wayfair Inc,Internet,2018-03-28,67.480003,64.25,65.8650015,2.283957025
Wayfair Inc,Internet,2018-03-29,68.169998,65.57,66.869999,1.838476217
Wayfair Inc,Internet,2018-04-02,67.529999,61.689999,64.609999,4.129503602
Wayfair Inc,Internet,2018-04-03,66.120003,61.799999,63.960001,3.054704123
Wayfair Inc,Internet,2018-04-04,67.639999,63.580002,65.6100005,2.87085141
Wayfair Inc,Internet,2018-04-05,68.93,67.32,68.125,1.138441918
Wayfair Inc,Internet,2018-04-06,68.910004,66.529999,67.7200015,1.682917675
Wayfair Inc,Internet,2018-04-09,68.559998,66.660004,67.610001,1.343498642
Wayfair Inc,Internet,2018-04-10,68.769997,66.650002,67.7099995,1.499062841
Wayfair Inc,Internet,2018-04-11,69.940002,67.449997,68.6949995,1.760699421
Wayfair Inc,Internet,2018-04-12,68.290001,67.120003,67.705002,0.8273135198
Wayfair Inc,Internet,2018-04-13,68.309998,66.150002,67.23,1.527347819
Wayfair Inc,Internet,2018-04-16,67.470001,65.504997,66.487499,1.389467653
Wayfair Inc,Internet,2018-04-17,69.849998,65.985001,67.9174995,2.732965588
Wayfair Inc,Internet,2018-04-18,70.529999,67.889999,69.209999,1.866761902
Wayfair Inc,Internet,2018-04-19,70,68.099998,69.049999,1.343504298
Wayfair Inc,Internet,2018-04-20,71.272003,68.419998,69.8460005,2.016672075
Wayfair Inc,Internet,2018-04-23,73.610001,69.769997,71.689999,2.715292868
Wayfair Inc,Internet,2018-04-24,73.709999,68.32,71.0149995,3.811304843
Wayfair Inc,Internet,2018-04-25,68.290001,66.059998,67.1749995,1.576850243
Wayfair Inc,Internet,2018-04-26,68.949997,67.25,68.0999985,1.202079407
Wayfair Inc,Internet,2018-04-27,69.300003,66.199997,67.75,2.192035264
Wayfair Inc,Internet,2018-04-30,64.25,60.529999,62.3899995,2.630437933
Wayfair Inc,Internet,2018-05-01,65.660004,61.490002,63.575003,2.948636692
Wayfair Inc,Internet,2018-05-02,77.489998,68.400002,72.945,6.427597813
Wayfair Inc,Internet,2018-05-03,76.470001,73.639999,75.055,2.001113605
Wayfair Inc,Internet,2018-05-04,81.43,75.029999,78.2299995,4.525484107
Wayfair Inc,Internet,2018-05-07,83.279999,79.940002,81.6100005,2.361734528
Wayfair Inc,Internet,2018-05-08,85.720001,81.620003,83.670002,2.899136389
Wayfair Inc,Internet,2018-05-09,85.5,82.5,84,2.121320344
Wayfair Inc,Internet,2018-05-10,84.379997,82.769997,83.574997,1.138441918
Wayfair Inc,Internet,2018-05-11,85.315002,83.349998,84.3325,1.389467653
Wayfair Inc,Internet,2018-05-14,85.559998,83.440002,84.5,1.499063548
Wayfair Inc,Internet,2018-05-15,85.449997,82.309998,83.8799975,2.220314586
Wayfair Inc,Internet,2018-05-16,85.5,83.714996,84.607498,1.262188433
Wayfair Inc,Internet,2018-05-17,86.599998,84.809998,85.704998,1.265721138
Wayfair Inc,Internet,2018-05-18,86.269997,85.043999,85.656998,0.8669114995
